"Id","LotFrontage","LotArea","GarageArea","GrLivArea","TotalBsmtSF","SalePrice","lotfrontage_normmean","garagearea_normmean","grlivarea_normmean","totalbsmtsf_normmean","saleprice_normmean"
903,63,7875,393,1509,783,180000,-0.024143693041187138,-0.05640348165465541,-0.0012177276997243757,-0.04491480393695491,-0.001279261061534452
906,80,9920,280,1063,1056,128000,0.03407548504100464,-0.13609318546283594,-0.08524184224380878,-0.0002339528731251261,-0.07349145381254125
910,149,12589,390,1484,742,174000,0.27037685490401836,-0.058519137507969936,-0.005927599591208928,-0.05162511490258503,-0.009611437148189083
911,80,11600,480,2274,1105,154300,0.03407548504100464,0.004950538091465889,0.1429043521797029,0.0077856870614084256,-0.03696874863270512
913,51,6120,450,1015,768,88000,-0.06523958345214605,-0.016206020441679386,-0.09428479627545912,-0.04736979575364886,-0.1290392943902388
914,82,6270,871,2002,1001,145000,0.04092480010949779,0.280691017640126,0.09166094600035098,-0.009235589534336255,-0.0498836215670198
915,30,3000,528,1224,612,173733,-0.13715739167132412,0.03880103174449833,-0.05491026726264826,-0.07290171064726587,-0.009982218984045214
916,21,2001,286,1092,546,75000,-0.16797930947954332,-0.1318618737562069,-0.0797783908496867,-0.08370367464071923,-0.1470923425779905
917,50,9000,308,480,480,35311,-0.06866424098639262,-0.11634706416523369,-0.19507605475322853,-0.09450563863417259,-0.20220829869519644
918,NULL,17140,284,1229,1134,135000,1,-0.1332723109917499,-0.05396829288435136,0.012532004573683385,-0.06377058171144419
922,67,8777,0,2200,1272,145900,-0.010445062904200837,-0.33355439843885853,0.12896313138090862,0.035117929287267674,-0.04863379515402161
923,65,10237,397,1316,1316,169990,-0.017294377972693988,-0.05358260718356937,-0.037577938701985114,0.04231923861623658,-0.015180108166103263
924,50,8012,533,1617,1604,193000,-0.06866424098639262,0.04232712483335587,0.019128918871488886,0.0894550814967603,0.01677378712621725
925,79,10240,612,1686,1686,207500,0.030650827506758068,0.0980393956373051,0.03212816529198625,0.10287570342802053,0.036909879335632605
927,93,11999,656,2374,1181,285000,0.07859603298621012,0.1290690148192515,0.1617438397456411,0.020224312265991078,0.1445338204549216
928,NULL,9900,486,1978,832,176000,1,0.009181849798094943,0.0871394689845258,-0.03689516400242136,-0.006834045119304207
929,NULL,11838,522,1788,1753,236500,1,0.034569720037869275,0.05134444260924322,0.11384133354258683,0.07718206375446332
932,70,9100,429,925,925,117500,-0.0001710903014611113,-0.03101561141488108,-0.11124033508480351,-0.021674214738918906,-0.08807276196418685
934,63,8487,570,1500,1500,190000,-0.024143693041187138,0.06842021369090172,-0.002913281580658814,0.07243380490101563,0.012607699082889933
937,67,10083,555,1200,1176,184900,-0.010445062904200837,0.057841934424329076,-0.05943174427847343,0.019405981660426428,0.005525349409233497
938,75,9675,689,1971,1113,253000,0.016952197369771764,0.1523412292057113,0.08582070485491014,0.009095016030311863,0.10009554799276356
939,73,8760,868,1962,1391,239799,0.010102882301278615,0.27857536178681147,0.0841251509739757,0.0545941976997063,0.08176337190610893
944,100,25000,576,1632,1632,143000,0.10256863572593615,0.07265152539753077,0.021954842006379618,0.09403773288792233,-0.05266101359590468
946,98,8820,456,1869,1088,124900,0.095719320657443,-0.011974708735050332,0.06660442753765317,0.0050033630024886215,-0.07779641145731282
947,70,8163,796,1144,1144,143000,-0.0001710903014611113,0.22779962130726278,-0.06998185731539883,0.01416866578481268,-0.05266101359590468
948,85,14536,808,1629,1616,270000,0.051198772712237516,0.2362622447205209,0.02138965737940147,0.09141907495011546,0.12370338023828502
950,78,9360,676,1381,1161,197500,0.027226169972511493,0.1431733871746817,-0.02533227178412528,0.016950989843732483,0.023022919191208222
951,60,7200,720,864,864,129000,-0.03441766564392686,0.17420300635662808,-0.1227324225000258,-0.031657848126807615,-0.07210275779809881
952,60,7800,300,965,828,119900,-0.03441766564392686,-0.12198881310740577,-0.10370454005842822,-0.03754982848687308,-0.084739891529525
953,60,7200,396,768,768,133900,-0.03441766564392686,-0.05428782580134088,-0.1408183305633265,-0.04736979575364886,-0.06529814732733087
957,24,1300,462,1229,561,124000,-0.15770533687680358,-0.007743397028421277,-0.05396829288435136,-0.0812486828240253,-0.07904623787031101
958,70,7420,576,1057,1057,132000,-0.0001710903014611113,0.07265152539753077,-0.08637221149776507,-7.028675201219648e-05,-0.0679366697547715
959,65,8450,531,1337,1337,185000,-0.017294377972693988,0.040916687597812855,-0.03362164631313809,0.0457562271596081,0.005664219010677741
960,24,2572,484,1416,696,155000,-0.15770533687680358,0.007771412562551925,-0.018738451136046906,-0.05915375647377979,-0.035996661422595416
963,24,2308,440,1548,804,155000,-0.15770533687680358,-0.023258206619394477,0.006129672450991525,-0.04147781539358339,-0.035996661422595416
965,80,11316,510,1894,817,214900,0.03407548504100464,0.026107096624611165,0.07131429942913772,-0.03935015581911531,0.04718622984250665
966,65,10237,393,1484,783,178900,-0.017294377972693988,-0.05640348165465541,-0.005927599591208928,-0.04491480393695491,-0.0028068266774211345
969,50,5925,0,968,600,37900,-0.06866424098639262,-0.33355439843885853,-0.10313935543145007,-0.07486570410062103,-0.19861296471380496
970,75,10382,264,1095,588,140000,0.016952197369771764,-0.1473766833471801,-0.07921320622270855,-0.07682969755397619,-0.05682710163923199
971,60,10800,0,1192,720,135000,-0.03441766564392686,-0.33355439843885853,-0.06093890328374849,-0.05522576956706948,-0.06377058171144419
972,36,2268,474,1626,764,173000,-0.11660944646584467,0.0007192263848368336,0.020824472752423325,-0.04802446023810058,-0.011000133162631522
973,55,7892,264,918,918,99500,-0.05154095331515974,-0.1473766833471801,-0.11255909921441917,-0.022819877586709413,-0.11306929022415076
974,95,11639,480,1428,1428,182000,0.08544534805470327,0.004950538091465889,-0.016477712628134324,0.06064984418088469,0.0014981309673504249
976,NULL,2651,490,1382,673,165000,1,0.01200272426918098,-0.0251438769084659,-0.06291807725937718,-0.02210970127817103
980,80,8816,480,1121,1121,139000,0.03407548504100464,0.004950538091465889,-0.07431493945556461,0.0104043449992153,-0.058215797653674434
983,43,3182,388,1266,1266,159895,-0.09263684372611865,-0.05992957474351295,-0.046997682484954215,0.034135932560590096,-0.029198994431899678
984,NULL,11250,779,2290,1128,255900,1,0.21581090480514714,0.145918670190253,0.011550007847005807,0.10412276643464663
985,75,10125,539,1734,0,126000,0.016952197369771764,0.046558436539984926,0.04117111932363659,-0.1730653767683788,-0.07626884584142614
986,68,10880,240,1164,1164,125000,-0.007020405369954262,-0.16430193017369632,-0.06621395980221119,0.017441988207071272,-0.07765754185586857
987,59,5310,255,1635,485,117000,-0.03784232317817344,-0.15372365090712367,0.022520026633357764,-0.09368730802860795,-0.08876710997140808
991,82,9452,870,2392,1396,348000,0.04092480010949779,0.2799857990223545,0.16513494750750998,0.05541252830527094,0.23202166936479524
992,121,17671,424,1742,916,168000,0.17448644394511423,-0.03454170450373863,0.04267827832891165,-0.023147209828935273,-0.017943613234843715
994,68,8846,564,1500,750,173900,-0.007020405369954262,0.06418890198427266,-0.002913281580658814,-0.05031578593368159,-0.009750306749633328
995,96,12456,786,1718,1700,337500,0.08887000558894985,0.2207474351295477,0.03815680131308648,0.10516702912360155,0.2174403612131496
999,60,9786,210,1077,1007,91000,-0.03441766564392686,-0.1854584887068416,-0.08260431398457743,-0.008253592807658678,-0.12487320634691149
1000,64,6762,632,1208,1187,206000,-0.020719035506940563,0.11214376799273529,-0.057924585273198374,0.021206308992668656,0.03482683531396895
1001,74,10206,528,944,0,82000,0.01352753983552519,0.03880103174449833,-0.10766083244727524,-0.1730653767683788,-0.13737147047689344
1002,60,5400,216,691,691,86000,-0.03441766564392686,-0.18122717700021254,-0.1553247359890989,-0.05997208707934444,-0.13181668641912367
1005,43,3182,457,1504,1346,181000,-0.09263684372611865,-0.011269490117278822,-0.002159702078021286,0.04722922224962447,0.00010943495290798639
1006,65,8385,328,985,985,149900,-0.017294377972693988,-0.1022426918098035,-0.09993664254524058,-0.01185424747214313,-0.043079011096251854
1007,NULL,12155,484,1657,1657,163500,1,0.007771412562551925,0.02666471389786417,0.09812938591574558,-0.02419274529983469
1008,21,2217,286,1092,546,88000,-0.16797930947954332,-0.1318618737562069,-0.0797783908496867,-0.08370367464071923,-0.1290392943902388
1010,60,6000,0,1522,1008,102000,-0.03441766564392686,-0.33355439843885853,0.001231405683847591,-0.008089926686545748,-0.10959755018804467
1011,115,21286,312,1271,720,135000,0.15393849873963478,-0.11352618969414766,-0.04605570810665731,-0.05522576956706948,-0.06377058171144419
1012,75,9825,0,1664,0,100000,0.016952197369771764,-0.33355439843885853,0.027983478027479844,-0.1730653767683788,-0.11237494221692954
1013,55,10592,180,1502,602,165000,-0.05154095331515974,-0.20661504723998686,-0.0025364918293400503,-0.07453837185839518,-0.02210970127817103
1014,60,7200,280,1022,1022,85000,-0.03441766564392686,-0.13609318546283594,-0.09296603214584344,-0.005798600990964733,-0.1332053824335661
1015,60,11664,240,1082,1082,119200,-0.03441766564392686,-0.16430193017369632,-0.08166233960628051,0.004021366275811044,-0.08571197873963472
1016,70,8400,528,1665,810,227000,-0.0001710903014611113,0.03880103174449833,0.028171872903139227,-0.04049581866690581,0.06398945161726016
1017,73,11883,478,1504,1504,203000,0.010102882301278615,0.0035401008559228704,-0.002159702078021286,0.07308846938546734,0.030660747270641636
1020,43,3013,440,1506,1362,213490,-0.09263684372611865,-0.023258206619394477,-0.001782912326702522,0.04984788018743134,0.045228168462142816
1021,60,7024,451,1132,1132,176000,-0.03441766564392686,-0.015500801823907878,-0.07224259582331141,0.012204672331457526,-0.006834045119304207
1022,64,7406,632,1220,1199,194000,-0.020719035506940563,0.11214376799273529,-0.05566384676528579,0.02317030244602381,0.01816248314065969
1023,52,9439,160,1248,912,87000,-0.061814925917899465,-0.22071941959541705,-0.05038879024682309,-0.02380187431338699,-0.13042799040468123
1024,43,3182,437,1504,1346,191000,-0.09263684372611865,-0.025373862472709004,-0.002159702078021286,0.04722922224962447,0.013996395097332371
1026,70,7700,461,882,882,112500,-0.0001710903014611113,-0.008448615646192786,-0.11934131473815693,-0.02871185794677488,-0.09501624203639905
1027,73,9300,461,1264,1268,167500,0.010102882301278615,-0.008448615646192786,-0.04737447223627298,0.03446326480281595,-0.018637961242064936
1029,79,9492,240,1376,768,105000,0.030650827506758068,-0.16430193017369632,-0.02627424616242219,-0.04736979575364886,-0.10543146214471734
1030,21,1680,264,1218,672,118000,-0.16797930947954332,-0.1473766833471801,-0.056040636516604556,-0.06308174338049011,-0.08737841395696565
1031,NULL,7082,0,1928,686,160000,1,-0.33355439843885853,0.0777197252015567,-0.06079041768490909,-0.029053181350383223
1032,102,15863,672,3082,824,197000,0.1094179507944293,0.14035251270359564,0.29512741171248363,-0.0382044929713248,0.022328571183987005
1034,NULL,8125,900,1654,1654,230000,1,0.30114235755549973,0.026099529270886025,0.0976383875524068,0.06815553966058747
1035,50,6305,240,954,920,119750,-0.06866424098639262,-0.16430193017369632,-0.10577688369068142,-0.022492545344483555,-0.08494819593169138
1038,NULL,9240,905,2263,1055,287000,1,0.30466845064435727,0.1408320085474497,-0.00039761899423805574,0.14731121248380646
1039,21,1533,0,1344,546,97000,-0.16797930947954332,-0.33355439843885853,-0.03230288218352242,-0.08370367464071923,-0.11654103026025685
1040,21,1477,286,630,630,80000,-0.16797930947954332,-0.1318618737562069,-0.16681682340432122,-0.06995572046723314,-0.14014886250577832
1041,88,13125,484,1803,1134,155000,0.06147274531497725,0.007771412562551925,0.054170365744133954,0.012532004573683385,-0.035996661422595416
1042,NULL,9130,484,1632,800,173000,1,0.007771412562551925,0.021954842006379618,-0.04213247987803511,-0.011000133162631522
1044,86,11839,514,2329,1475,262280,0.0546234302464841,0.0289279710956972,0.15326607034096892,0.06834215187319238,0.1129826470067894
1045,80,9600,542,2524,2524,278000,0.03407548504100464,0.04867409239329946,0.19000307109454842,0.24002791292065556,0.1348129483538245
1048,57,9245,672,990,990,145000,-0.04469163824666659,0.14035251270359564,-0.09899466816694366,-0.01103591686657848,-0.0498836215670198
1049,100,21750,336,1771,0,115000,0.10256863572593615,-0.09660094286763143,0.048141729723033724,-0.1730653767683788,-0.09154450200029296
1050,60,11100,308,930,0,84900,-0.03441766564392686,-0.11634706416523369,-0.11029836070650659,-0.1730653767683788,-0.13334425203501035
1053,100,9500,540,1977,816,165000,0.10256863572593615,0.04726365515775644,0.08695107410886643,-0.03951382194022823,-0.02210970127817103
1055,90,11367,586,1989,1065,255000,0.0683220603834704,0.07970371157524586,0.08921181261677902,0.0012390422168912405,0.10287294002164844
1056,104,11361,478,1523,1193,180000,0.11626726586292245,0.0035401008559228704,0.0014198005595069732,0.022188305719346234,-0.001279261061534452
1058,NULL,29959,467,1850,973,248000,1,-0.00421730393956373,0.06302492490012492,-0.013818240925498285,0.09315206792055136
1061,41,4920,582,1338,1338,213500,-0.0994861587946118,0.07688283710415983,-0.03343325143747871,0.045919893280721026,0.045242055422287236
1062,120,18000,1248,894,894,81000,0.17106178641086767,0.5465584365399849,-0.11708057623024434,-0.026747864493419725,-0.13876016649133588
1063,85,13600,560,2337,662,90000,0.051198772712237516,0.061368027513186624,0.15477322934624396,-0.0647184045916194,-0.12626190236135393
1064,50,6000,440,1103,1103,110500,-0.06866424098639262,-0.023258206619394477,-0.07770604721743349,0.007458354819182566,-0.09779363406528394
1069,42,3964,576,2521,942,151400,-0.09606150126036522,0.07265152539753077,0.18943788646757026,-0.018891890679999104,-0.0409959670745882
1070,60,9600,576,893,845,135000,-0.03441766564392686,0.07265152539753077,-0.11726897110590373,-0.034767504427953275,-0.06377058171144419
1071,72,10152,286,1048,1048,135000,0.006678224767032039,-0.1318618737562069,-0.08806776537869951,-0.001543281842028563,-0.06377058171144419
1072,78,11700,441,1556,727,154000,0.027226169972511493,-0.02255298800162297,0.007636831456266581,-0.05408010671927897,-0.03738535743703785
1073,50,7585,280,1456,810,91500,-0.06866424098639262,-0.13609318546283594,-0.011202656109671624,-0.04049581866690581,-0.12417885833969027
1075,74,8556,826,1240,1240,194000,0.01352753983552519,0.24895617984040805,-0.05189594925209815,0.029880613411653923,0.01816248314065969
1076,75,13125,240,1740,800,219500,0.016952197369771764,-0.16430193017369632,0.04230148857759288,-0.04213247987803511,0.05357423150894187
1077,60,10800,566,1466,796,170000,-0.03441766564392686,0.06559933921981567,-0.009318707353077804,-0.04278714436248683,-0.015166221205958837
1079,37,4435,420,848,848,155900,-0.1131847889315981,-0.03736257897482466,-0.1257467405105759,-0.034276506064614486,-0.03474683500959722
1080,65,8775,299,990,990,126000,-0.017294377972693988,-0.12269403172517727,-0.09899466816694366,-0.01103591686657848,-0.07626884584142614
1081,80,11040,528,1258,1258,145000,0.03407548504100464,0.03880103174449833,-0.048504841490229274,0.03282660359168666,-0.0498836215670198
1082,75,7500,308,1040,1040,133000,0.016952197369771764,-0.11634706416523369,-0.08957492438397456,-0.002852610810932,-0.06654797374032906
1083,70,8749,527,1459,1459,192000,-0.0001710903014611113,0.03809581312672682,-0.01063747148269348,0.06572349393538551,0.01538509111177481
1084,80,8800,461,1251,1251,160000,0.03407548504100464,-0.008448615646192786,-0.049823605619844946,0.03168094074389615,-0.029053181350383223
1085,NULL,13031,409,1498,691,187500,1,-0.04511998377031126,-0.0032900713319775786,-0.05997208707934444,0.009135959046783836
1086,73,9069,564,996,936,147000,0.010102882301278615,0.06418890198427266,-0.09786429891298737,-0.01987388740667668,-0.047106229538134925
1087,NULL,1974,286,1092,546,83500,1,-0.1318618737562069,-0.0797783908496867,-0.08370367464071923,-0.13528842645522976
1088,85,10574,1043,1953,1082,252000,0.051198772712237516,0.40198861989682555,0.08242959709304126,0.004021366275811044,0.09870685197832112
1089,24,2522,380,1709,970,137500,-0.15770533687680358,-0.06557132368568502,0.03646124743215204,-0.014309239288837074,-0.06029884167533809
1091,60,8544,400,1040,0,92900,-0.03441766564392686,-0.05146695133025485,-0.08957492438397456,-0.1730653767683788,-0.12223468391947084
1092,24,2160,462,1252,600,160000,-0.15770533687680358,-0.007743397028421277,-0.049635210744185566,-0.07486570410062103,-0.029053181350383223
1093,60,8400,576,1694,1181,136500,-0.03441766564392686,0.07265152539753077,0.03363532429726131,0.020224312265991078,-0.06168753768978053
1094,71,9230,884,1200,864,146000,0.003253567232785464,0.2898588596711556,-0.05943174427847343,-0.031657848126807615,-0.04849492555257736
1095,74,5868,308,936,936,129000,0.01352753983552519,-0.11634706416523369,-0.1091679914525503,-0.01987388740667668,-0.07210275779809881
1097,60,6882,0,1355,684,127000,-0.03441766564392686,-0.33355439843885853,-0.030230538551269212,-0.061117749927134944,-0.0748801498269837
1098,NULL,3696,461,1088,1074,170000,1,-0.008448615646192786,-0.08053197035232422,0.002712037306907607,-0.015166221205958837
1099,50,6000,240,1324,672,128000,-0.06866424098639262,-0.16430193017369632,-0.036070779696710055,-0.06308174338049011,-0.07349145381254125
1101,60,8400,246,438,290,60000,-0.03441766564392686,-0.16007061846706724,-0.20298863953092255,-0.1256022016456292,-0.16792278279462708
1103,70,7000,254,1134,1010,135000,-0.0001710903014611113,-0.15442886952489518,-0.07186580607199265,-0.0077625944443198884,-0.06377058171144419
1104,79,8910,539,1194,655,159500,0.030650827506758068,0.046558436539984926,-0.060562113532429726,-0.06586406743940991,-0.02974752935760444
1105,24,2016,440,1302,630,106000,-0.15770533687680358,-0.023258206619394477,-0.040215466961216466,-0.06995572046723314,-0.10404276613027491
1108,168,23257,422,2021,868,274725,0.3354453480547033,-0.03595214173928164,0.09524044863787924,-0.031003183642355894,0.13026496890652553
1109,NULL,8063,463,1690,924,181000,1,-0.007038178410649768,0.03288174479462378,-0.021837880860031838,0.00010943495290798639
1111,NULL,8000,431,1658,773,188000,1,-0.02960517417933806,0.02685310877352355,-0.04655146514808421,0.009830307054005056
1112,80,10480,483,1964,803,205000,0.03407548504100464,0.007066193944780416,0.08450194072529446,-0.04164148151469632,0.03343813929952651
1114,66,8923,240,1008,1008,134500,-0.013869720438447412,-0.16430193017369632,-0.09560356040507478,-0.008089926686545748,-0.06446492971866541
1115,90,5400,326,833,833,117000,0.0683220603834704,-0.10365312904534653,-0.12857266364546666,-0.03673149788130843,-0.08876710997140808
1116,93,12085,928,1734,1734,318000,0.07859603298621012,0.320888478853102,0.04117111932363659,0.11073167724144116,0.19036078893152206
1117,NULL,7750,527,1419,408,184100,1,0.03809581312672682,-0.018173266509068763,-0.10628959935430352,0.004414392597679546
1119,85,13825,300,1601,533,140000,0.051198772712237516,-0.12198881310740577,0.016114600860938775,-0.08583133421518732,-0.05682710163923199
1120,70,7560,286,1040,1040,133700,-0.0001710903014611113,-0.1318618737562069,-0.08957492438397456,-0.002852610810932,-0.06557588653021935
1122,84,10084,782,1552,1552,212900,0.04777411517799094,0.21792656065846167,0.006883251953629053,0.08094444319888797,0.044408837813621774
1124,50,9405,0,698,698,118000,-0.06866424098639262,-0.33355439843885853,-0.15400597185948323,-0.05882642423155393,-0.08737841395696565
1126,60,10434,672,1005,1005,115000,-0.03441766564392686,0.14035251270359564,-0.09616874503205293,-0.008580925049884537,-0.09154450200029296
1127,53,3684,660,1555,1373,174000,-0.05839026838365289,0.13188988929033754,0.0074484365806072,0.05164820751967356,-0.009611437148189083
1128,182,14572,630,1530,1530,259000,0.38339055353415535,0.11073333075719226,0.0027385646891226476,0.07734378853440352,0.1084277240794182
1130,60,7200,672,936,936,140000,-0.03441766564392686,0.14035251270359564,-0.1091679914525503,-0.01987388740667668,-0.05682710163923199
1131,65,7804,576,1981,1122,135000,-0.017294377972693988,0.07265152539753077,0.08770465361150395,0.010568011120328229,-0.06377058171144419
1132,63,10712,0,974,974,93500,-0.024143693041187138,-0.33355439843885853,-0.10200898617749378,-0.013654574804385354,-0.12140146631080538
1133,90,9900,205,2210,1008,117500,0.0683220603834704,-0.18898458179569913,0.13084708013750246,-0.008089926686545748,-0.08807276196418685
1136,60,6180,180,986,960,102000,-0.03441766564392686,-0.20661504723998686,-0.0997482476695812,-0.01594590049996637,-0.10959755018804467
1137,80,9600,288,1252,1032,119000,0.03407548504100464,-0.13045143652066388,-0.049635210744185566,-0.0041619397798354375,-0.0859897179425232
1138,54,6342,0,1020,780,94000,-0.054965610849406314,-0.33355439843885853,-0.09334282189716221,-0.0454058023002937,-0.12070711830358417
1141,60,7350,840,952,952,139000,-0.03441766564392686,0.2588292404892092,-0.10615367344200019,-0.017255229468869808,-0.058215797653674434
1143,77,9965,1052,2828,1466,424870,0.023801512438264918,0.4083355874567691,0.24727511329500057,0.06686915678317602,0.3387707319949855
1144,NULL,9000,0,1006,1006,80000,1,-0.33355439843885853,-0.09598035015639356,-0.008417258928771607,-0.14014886250577832
1145,60,12180,280,924,672,80000,-0.03441766564392686,-0.13609318546283594,-0.11142872996046288,-0.06308174338049011,-0.14014886250577832
1146,52,6240,225,1576,1042,149000,-0.061814925917899465,-0.17488020944026894,0.011404728969454223,-0.002525278568706141,-0.04432883750925005
1147,NULL,11200,403,1298,1298,180000,1,-0.04935129547694032,-0.04096904646385399,0.03937324843620384,-0.001279261061534452
1148,75,12000,234,1564,704,174500,0.016952197369771764,-0.16853324188032537,0.009143990461541638,-0.05784442750487635,-0.008917089140967864
1149,NULL,5700,288,1111,572,116900,1,-0.13045143652066388,-0.07619888821215844,-0.07944835549178306,-0.08890597957285233
1150,50,9000,324,1482,650,143000,-0.06866424098639262,-0.10506356628088954,-0.006304389342527692,-0.06668239804497456,-0.05266101359590468
1152,134,17755,528,1466,1466,149900,0.21900699189031972,0.03880103174449833,-0.009318707353077804,0.06686915678317602,-0.043079011096251854
1154,NULL,5890,432,816,816,120500,1,-0.02889995556156655,-0.13177537653167615,-0.03951382194022823,-0.08390667392085954
1157,85,9350,502,1265,1219,179900,0.051198772712237516,0.02046534768243909,-0.0471860773606136,0.026443624868282403,-0.0014181306629786961
1159,92,11932,830,1580,1580,235128,0.07517137545196355,0.2517770543114941,0.01215830847209175,0.08552709459004999,0.0752767728226483
1160,76,9120,540,1876,901,185000,0.02037685490401834,0.04726365515775644,0.06792319166726885,-0.02560220164562922,0.005664219010677741
1161,24,2280,440,1456,855,146000,-0.15770533687680358,-0.023258206619394477,-0.011202656109671624,-0.03313084321682398,-0.04849492555257736
1163,109,8724,450,894,894,129000,0.13339055353415533,-0.016206020441679386,-0.11708057623024434,-0.026747864493419725,-0.07210275779809881
1164,60,12900,400,1258,1198,108959,-0.03441766564392686,-0.05146695133025485,-0.048504841490229274,0.02300663632491088,-0.09993361462353972
1169,120,13728,540,2108,1127,235000,0.17106178641086767,0.04726365515775644,0.11163080282024548,0.011386341725892877,0.07509901973279967
1171,76,9880,358,1118,1096,171000,0.02037685490401834,-0.08108613327665823,-0.07488012408254276,0.006312691971392058,-0.013777525191516399
1172,76,9120,433,1261,1261,163000,0.02037685490401834,-0.028194736943795044,-0.04793965686325113,0.03331760195502545,-0.024887093307055907
1176,85,10678,541,2872,1683,285000,0.051198772712237516,0.04796887377552795,0.25556448782401336,0.10238470506468175,0.1445338204549216
1178,NULL,3950,210,1224,818,115000,1,-0.1854584887068416,-0.05491026726264826,-0.039186489698002376,-0.09154450200029296
1180,77,8335,0,1124,0,93000,0.023801512438264918,-0.33355439843885853,-0.07374975482858646,-0.1730653767683788,-0.1220958143180266
1181,NULL,11170,693,2514,1216,250000,1,0.15516210367679734,0.1881191223379546,0.025952626504943614,0.09592945994943625
1184,60,10800,720,1130,1120,120000,-0.03441766564392686,0.17420300635662808,-0.07261938557463017,0.01024067887810237,-0.08460102192808076
1186,60,9738,392,1221,784,104900,-0.03441766564392686,-0.05710870027242692,-0.05547545188962641,-0.04475113781584198,-0.1055703317461616
1188,89,12461,757,1624,1624,262000,0.06489740284922382,0.20029609521417394,0.020447683001104562,0.0927284039190189,0.11259381212274551
1190,60,7500,442,1804,994,189000,-0.03441766564392686,-0.02184776938385146,0.054358760619793334,-0.010381252382126763,0.011219003068447494
1192,24,2645,492,1441,776,174000,-0.15770533687680358,0.013413161504723999,-0.014028579244562356,-0.04606046678474542,-0.009611437148189083
1193,60,9600,250,1472,702,125000,-0.03441766564392686,-0.1572497439959812,-0.008188338099121513,-0.05817175974710221,-0.07765754185586857
1194,NULL,4500,402,1224,1224,165000,1,-0.050056514094711825,-0.05491026726264826,0.02726195547384705,-0.02210970127817103
1195,80,9364,299,1352,663,158000,0.03407548504100464,-0.12269403172517727,-0.03079572317824736,-0.06455473847050647,-0.0318305733792681
1199,70,9100,573,1212,1212,178000,-0.0001710903014611113,0.07053586954421624,-0.05717100577056085,0.025297962020491897,-0.0040566530904193295
1200,75,11235,459,1382,1051,148000,0.016952197369771764,-0.009859052881735804,-0.0251438769084659,-0.0010522834786897742,-0.04571753352369248
1201,71,9353,280,864,864,116050,0.003253567232785464,-0.13609318546283594,-0.1227324225000258,-0.031657848126807615,-0.0900863711851284
1202,80,10400,546,1779,866,197900,0.03407548504100464,0.0514949668643855,0.04964888872830878,-0.03133051588458175,0.0235783975969852
1203,50,6000,216,1348,884,117000,-0.06866424098639262,-0.18122717700021254,-0.03154930268088489,-0.02838452570454902,-0.08876710997140808
1204,75,9750,451,1630,1630,213000,0.016952197369771764,-0.015500801823907878,0.021578052255060855,0.09371040064569648,0.04454770741506602
1205,78,10140,495,1074,1056,153500,0.027226169972511493,0.015528817358038526,-0.08316949861155558,-0.0002339528731251261,-0.03807970544425907
1207,NULL,8900,384,1056,1056,107000,1,-0.06275044921459899,-0.08656060637342446,-0.0002339528731251261,-0.10265407011583247
1208,70,9135,544,1700,1682,200000,-0.0001710903014611113,0.050084529628842474,0.0347656935512176,0.10222103894356882,0.02649465922731432
1209,70,7763,506,1283,931,140000,-0.0001710903014611113,0.023286222153525125,-0.043794969598744724,-0.020692218012241328,-0.05682710163923199
1211,70,11218,462,1845,1055,189000,-0.0001710903014611113,-0.007743397028421277,0.062082950521827995,-0.00039761899423805574,0.011219003068447494
1213,50,9340,234,672,672,113000,-0.06866424098639262,-0.16853324188032537,-0.15890423862662717,-0.06308174338049011,-0.09432189402917783
1217,68,8930,539,1902,0,112000,-0.007020405369954262,0.046558436539984926,0.07282145843441278,-0.1730653767683788,-0.09571059004362027
1218,72,8640,552,1314,1300,229456,0.006678224767032039,0.055726278571014545,-0.03795472845330388,0.0397005806784297,0.06740008902873079
1219,52,6240,0,912,0,80500,-0.061814925917899465,-0.33355439843885853,-0.11368946846837547,-0.1730653767683788,-0.1394545144985571
1220,21,1680,0,1218,672,91500,-0.16797930947954332,-0.33355439843885853,-0.056040636516604556,-0.06308174338049011,-0.12417885833969027
1222,55,8250,322,1211,952,134000,-0.05154095331515974,-0.10647400351643256,-0.05735940064622023,-0.017255229468869808,-0.06515927772588663
1223,78,10496,315,1846,1040,143000,0.027226169972511493,-0.11141053384083312,0.06227134539748738,-0.002852610810932,-0.05266101359590468
1224,89,10680,528,2136,2136,137900,0.06489740284922382,0.03880103174449833,0.11690585933870817,0.17652545792883886,-0.05974336326956112
1226,65,10482,264,1138,588,145000,-0.017294377972693988,-0.1473766833471801,-0.07111222656935512,-0.07682969755397619,-0.0498836215670198
1228,72,8872,576,912,912,147000,0.006678224767032039,0.07265152539753077,-0.11368946846837547,-0.02380187431338699,-0.047106229538134925
1229,65,8769,1052,1702,1702,367294,-0.017294377972693988,0.4083355874567691,0.035142483302536366,0.1054943613658274,0.25881517026744766
1230,70,7910,404,1507,1075,127000,-0.0001710903014611113,-0.04864607685916881,-0.0015945174510431398,0.002875703428020537,-0.0748801498269837
1232,70,7728,540,1190,1106,132500,-0.0001710903014611113,0.04726365515775644,-0.06131569303506725,0.007949353182521355,-0.06724232174755028
1233,70,9842,462,1224,0,101800,-0.0001710903014611113,-0.007743397028421277,-0.05491026726264826,-0.1730653767683788,-0.10987528939093315
